,smiles,mols
320,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9B670>
321,C1CN(CCC1OC(C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9B6C0>
322,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9B710>
323,CCOP(=O)(OCC)SCC[N+](C)(C)C.[I-],<rdkit.Chem.rdchem.Mol object at 0x000002031BB9B760>
324,C1=CC=C(C=C1)[C@H](CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9B7B0>
325,CCCCCCOC(=O)CCC(=O)CN.Cl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9B800>
326,CCC(C(=O)N)N1CCCC1=O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9B850>
327,CNCCC1=CC=CC=N1,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9B8A0>
328,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COP(=O)(O)O)O)C)O)F)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9B8F0>
329,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9B940>
330,CC(C[N+](C)(C)C)OC(=O)N,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9B990>
331,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9B9E0>
332,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BA30>
333,CC(C)OC(=O)CCC/C=C/CC1C(CC(C1/C=C/C(COC2=CC=CC=C2)(F)F)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BA80>
334,CC[C@H](C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(=O)N)C(=O)O)NC(=O)CN.C[C@H]([C@@H](C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)O)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC5=CC=C(C=C5)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC6=CN=CN6)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC8=CC=CC=C8)N)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BAD0>
335,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BB20>
336,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CN=CN3)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC6=CC=C(C=C6)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC7=CC=C(C=C7)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BB70>
337,CCC1=C(C=C2CC(CC2=C1)NCC(C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BBC0>
338,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N)NC(=O)[C@@H]4CCCN4C(=O)CNC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC6=CN=CN6)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CS)NC(=O)[C@H](CCCCN)N,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BC10>
339,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BC60>
340,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BCB0>
341,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BD00>
342,C1C(C(C(C(N1CCO)CO)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BD50>
343,CC[N+](C)(C)CC1=CC=CC=C1Br,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BDA0>
344,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BDF0>
345,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BE40>
346,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BE90>
347,CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BEE0>
348,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BF30>
349,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9BF80>
350,C[C@H]([C@@H](C(=O)O)N)O[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO[C@@]2(C[C@@H]([C@H]([C@@H](O2)[C@@H]([C@@H](CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C030>
351,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C080>
352,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C0D0>
353,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C120>
354,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C170>
355,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C1C0>
356,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C210>
357,CS(=O)(=O)OCCCCOS(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C260>
358,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C2B0>
359,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C300>
360,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C350>
361,CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C3A0>
362,C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C3F0>
363,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C440>
364,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C490>
365,CC(C[N+](C)(C)C)OC(=O)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C4E0>
366,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C530>
367,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C580>
368,CC(C=CC(C1CC1)O)C2CCC3C2(CCCC3=CC=C4CC(CC(C4=C)O)O)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C5D0>
369,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C620>
370,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C670>
371,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C6C0>
372,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C710>
373,C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C760>
374,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C7B0>
375,CC(CS)C(=O)N1CCCC1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C800>
376,C[N+](C)(C)CCOC(=O)N,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C850>
377,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C8A0>
378,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C8F0>
379,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C940>
380,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C990>
381,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9C9E0>
382,CC1=CN=C(C=[N+]1[O-])C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CA30>
383,C(CCl)NC(=O)N(CCCl)N=O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CA80>
384,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CAD0>
385,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CB20>
386,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CB70>
387,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CBC0>
388,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N.C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CC10>
389,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CC60>
390,C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CCB0>
391,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CD00>
392,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CD50>
393,C(CSC[C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O2)[C@@H]([C@H]9O)O)CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])O)O)C(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CDA0>
394,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CDF0>
395,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CE40>
396,C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CE90>
397,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CEE0>
398,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CF30>
399,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002031BB9CF80>
400,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D030>
401,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D080>
402,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D0D0>
403,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D120>
404,[CH2]CC=O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D170>
405,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D1C0>
406,CC(C)C1=C(C(=C(C(=N1)C(C)C)C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)COC,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D210>
407,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D260>
408,CC(C)[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)CC5=CC=CC=C5)C)CCSCC(=O)NC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(=O)N)N,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D2B0>
409,CC1OC2(CN3CCC2CC3)CS1,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D300>
410,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D350>
411,CC(C)(CC1=CC=C(C=C1)OC)NCC(C2=CC(=CC3=C2OCC(=O)N3)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D3A0>
412,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC=C(C=C7)O)O)O)[C@@H](C)O)C)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D3F0>
413,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D440>
414,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D490>
415,C1=CN=CC=C1N,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D4E0>
416,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D530>
417,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D580>
418,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D5D0>
419,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D620>
420,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D670>
421,C(O)(P(=O)(O)O)P(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D6C0>
422,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D710>
423,C1=CC2=C(C=C1Cl)NC(=O)O2,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D760>
424,[Se],<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D7B0>
425,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D800>
426,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCCN3CCCC(N3C2=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D850>
427,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D8A0>
428,CC1=C(N=CN1)CSCCNC(=NC)NC#N,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D8F0>
429,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D940>
430,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D990>
431,[NH2-].[NH2-].Cl[Pt+2]Cl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9D9E0>
432,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9DA30>
433,CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9DA80>
434,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9DAD0>
435,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9DB20>
436,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9DB70>
437,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9DBC0>
438,CCCC(=O)OC1(C(CC2C1(CC(=O)C3(C2CCC4=CC(=O)C=CC43C)F)C)C)C(=O)CCl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9DC10>
439,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9DC60>
440,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9DCB0>
441,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x000002031BB9DD00>
